id,measure,position,onset_seconds,onset_milliseconds,event_duration_seconds,event_end_seconds,tempo_bpm,meter,primer_count,sample_length,measure_words,timing_note,primer
119,73,1-of-3,190.735294,190735,6.739625,197.474919,72.0,3/4,9,LONG,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/long84.mp3"", ""note"": ""Bb4""}, ""magenta"": {""sample"": ""primerTones/long81.mp3"", ""note"": ""G4""}, ""orange"": {""sample"": ""primerTones/long81.mp3"", ""note"": ""G4""}, ""blue"": {""sample"": ""primerTones/long80.mp3"", ""note"": ""F#4""}, ""red"": {""sample"": ""primerTones/long76.mp3"", ""note"": ""D4""}, ""cyan"": {""sample"": ""primerTones/long76.mp3"", ""note"": ""D4""}, ""yellow"": {""sample"": ""primerTones/long72.mp3"", ""note"": ""Bb3""}, ""pink"": {""sample"": ""primerTones/long69.mp3"", ""note"": ""G3""}, ""purple"": {""sample"": ""primerTones/long69.mp3"", ""note"": ""G3""}}"
120,74,2-of-2,194.068627,194069,6.739625,200.808252,72.0,2/4,9,LONG,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/long89.mp3"", ""note"": ""D#5""}, ""magenta"": {""sample"": ""primerTones/long82.mp3"", ""note"": ""G#4""}, ""orange"": {""sample"": ""primerTones/long82.mp3"", ""note"": ""G#4""}, ""blue"": {""sample"": ""primerTones/long82.mp3"", ""note"": ""G#4""}, ""red"": {""sample"": ""primerTones/long76.mp3"", ""note"": ""D4""}, ""cyan"": {""sample"": ""primerTones/long76.mp3"", ""note"": ""D4""}, ""yellow"": {""sample"": ""primerTones/long70.mp3"", ""note"": ""G#3""}, ""pink"": {""sample"": ""primerTones/long65.mp3"", ""note"": ""D#3""}, ""purple"": {""sample"": ""primerTones/long65.mp3"", ""note"": ""D#3""}}"
121,77,1+1/2-of-4,200.318628,200319,1.724083,202.042711,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short38.mp3"", ""note"": ""D5""}, ""magenta"": {""sample"": ""primerTones/short35.mp3"", ""note"": ""B4""}, ""orange"": {""sample"": ""primerTones/short35.mp3"", ""note"": ""B4""}, ""blue"": {""sample"": ""primerTones/short35.mp3"", ""note"": ""B4""}, ""red"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""cyan"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""yellow"": {""sample"": ""primerTones/short26.mp3"", ""note"": ""D4""}, ""pink"": {""sample"": ""primerTones/short14.mp3"", ""note"": ""D3""}, ""purple"": {""sample"": ""primerTones/short14.mp3"", ""note"": ""D3""}}"
122,77,3+1/2-of-4,201.985294,201985,1.724083,203.709377,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short43.mp3"", ""note"": ""G5""}, ""magenta"": {""sample"": ""primerTones/short40.mp3"", ""note"": ""E5""}, ""orange"": {""sample"": ""primerTones/short40.mp3"", ""note"": ""E5""}, ""blue"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""red"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""cyan"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""yellow"": {""sample"": ""primerTones/short31.mp3"", ""note"": ""G4""}, ""pink"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""purple"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}}"
123,78,1+1/2-of-4,203.651961,203652,1.724083,205.376044,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short44.mp3"", ""note"": ""G#5""}, ""magenta"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""C#5""}, ""orange"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""C#5""}, ""blue"": {""sample"": ""primerTones/short32.mp3"", ""note"": ""G#4""}, ""red"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""cyan"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""yellow"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""pink"": {""sample"": ""primerTones/short20.mp3"", ""note"": ""G#3""}, ""purple"": {""sample"": ""primerTones/short20.mp3"", ""note"": ""G#3""}}"
124,78,3-of-4,204.901961,204902,1.724083,206.626044,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short44.mp3"", ""note"": ""G#5""}, ""magenta"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""C#5""}, ""orange"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""C#5""}, ""blue"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""A4""}, ""red"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""cyan"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""yellow"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""pink"": {""sample"": ""primerTones/short20.mp3"", ""note"": ""G#3""}, ""purple"": {""sample"": ""primerTones/short20.mp3"", ""note"": ""G#3""}}"
125,80,1-of-3,209.901961,209902,1.724083,211.626044,72.0,3/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short44.mp3"", ""note"": ""G#5""}, ""magenta"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""C#5""}, ""orange"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""C#5""}, ""blue"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""A4""}, ""red"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""cyan"": {""sample"": ""primerTones/short25.mp3"", ""note"": ""C#4""}, ""yellow"": {""sample"": ""primerTones/short24.mp3"", ""note"": ""C4""}, ""pink"": {""sample"": ""primerTones/short20.mp3"", ""note"": ""G#3""}, ""purple"": {""sample"": ""primerTones/short20.mp3"", ""note"": ""G#3""}}"
126,89,1-of-4,239.068627,239069,0.0,239.068627,72.0,4/4,0,SHORT,[],musicxml_tempo_encoded,{}
127,97,3+1/2-of-4,267.818627,267819,1.724083,269.54271,72.0,4/4,6,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short40.mp3"", ""note"": ""E5""}, ""magenta"": {""sample"": ""primerTones/short40.mp3"", ""note"": ""E5""}, ""orange"": {""sample"": ""primerTones/short40.mp3"", ""note"": ""E5""}, ""yellow"": {""sample"": ""primerTones/short16.mp3"", ""note"": ""E3""}, ""pink"": {""sample"": ""primerTones/short16.mp3"", ""note"": ""E3""}, ""purple"": {""sample"": ""primerTones/short16.mp3"", ""note"": ""E3""}}"
128,98,1-of-4,269.068627,269069,1.724083,270.79271,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short41.mp3"", ""note"": ""F5""}, ""magenta"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""orange"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""blue"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""Fb4""}, ""red"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""Fb4""}, ""cyan"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""Fb4""}, ""yellow"": {""sample"": ""primerTones/short16.mp3"", ""note"": ""E3""}, ""pink"": {""sample"": ""primerTones/short16.mp3"", ""note"": ""E3""}, ""purple"": {""sample"": ""primerTones/short16.mp3"", ""note"": ""E3""}}"
129,98,2-of-4,269.90196,269902,1.724083,271.626043,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short41.mp3"", ""note"": ""F5""}, ""magenta"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""orange"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""blue"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
130,98,3-of-4,270.735294,270735,1.724083,272.459377,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short41.mp3"", ""note"": ""F5""}, ""magenta"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""orange"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""blue"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
131,98,4-of-4,271.568627,271569,1.724083,273.29271,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short41.mp3"", ""note"": ""F5""}, ""magenta"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""orange"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""blue"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
132,99,1-of-4,272.401961,272402,1.724083,274.126044,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""magenta"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""orange"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""blue"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
133,99,2-of-4,273.235294,273235,1.724083,274.959377,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""magenta"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""orange"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""blue"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
134,99,3-of-4,274.068628,274069,1.724083,275.792711,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""magenta"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""orange"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""blue"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""pink"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""purple"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}}"
135,99,4-of-4,274.901961,274902,1.724083,276.626044,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""magenta"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""orange"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""blue"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""pink"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""purple"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}}"
136,100,1-of-4,275.735294,275735,1.724083,277.459377,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""magenta"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""orange"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""blue"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
137,100,1+1/2-of-4,276.151961,276152,1.724083,277.876044,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""magenta"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""orange"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""blue"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
138,100,2-of-4,276.568627,276569,1.724083,278.29271,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""magenta"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""orange"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""blue"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
139,100,3-of-4,277.401961,277402,1.724083,279.126044,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""magenta"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""orange"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""blue"": {""sample"": ""primerTones/short29.mp3"", ""note"": ""F4""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
140,100,4-of-4,278.235294,278235,1.724083,279.959377,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""magenta"": {""sample"": ""primerTones/short32.mp3"", ""note"": ""Ab4""}, ""orange"": {""sample"": ""primerTones/short32.mp3"", ""note"": ""Ab4""}, ""blue"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""red"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""cyan"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""yellow"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""pink"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""purple"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}}"
141,101,1-of-4,279.068627,279069,1.724083,280.79271,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short40.mp3"", ""note"": ""E5""}, ""magenta"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""orange"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""blue"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""red"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""cyan"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""yellow"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""pink"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""purple"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}}"
142,101,2-of-4,279.90196,279902,1.724083,281.626043,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short40.mp3"", ""note"": ""E5""}, ""magenta"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""orange"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""blue"": {""sample"": ""primerTones/short32.mp3"", ""note"": ""Ab4""}, ""red"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""cyan"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""yellow"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""pink"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""purple"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}}"
143,101,3-of-4,280.735294,280735,1.724083,282.459377,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short40.mp3"", ""note"": ""E5""}, ""magenta"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""orange"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""blue"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""red"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""cyan"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""yellow"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""pink"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""purple"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}}"
144,101,3+1/2-of-4,281.15196,281152,1.724083,282.876043,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short40.mp3"", ""note"": ""E5""}, ""magenta"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""orange"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""blue"": {""sample"": ""primerTones/short30.mp3"", ""note"": ""Gb4""}, ""red"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""cyan"": {""sample"": ""primerTones/short28.mp3"", ""note"": ""E4""}, ""yellow"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""pink"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}, ""purple"": {""sample"": ""primerTones/short19.mp3"", ""note"": ""G3""}}"
145,102,1-of-4,282.401961,282402,1.724083,284.126044,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short40.mp3"", ""note"": ""E5""}, ""magenta"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""orange"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""blue"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""red"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""cyan"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""yellow"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""pink"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""purple"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}}"
146,102,2-of-4,283.235294,283235,1.724083,284.959377,72.0,4/4,6,SHORT,[],musicxml_tempo_encoded,"{""blue"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""red"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""cyan"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""yellow"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""pink"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}, ""purple"": {""sample"": ""primerTones/short21.mp3"", ""note"": ""A3""}}"
147,102,2+1/2-of-4,283.651961,283652,1.724083,285.376044,72.0,4/4,6,SHORT,[],musicxml_tempo_encoded,"{""blue"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""red"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""cyan"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""yellow"": {""sample"": ""primerTones/short29.mp3"", ""note"": ""F4""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
148,102,3-of-4,284.068628,284069,1.724083,285.792711,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""magenta"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""orange"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""blue"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""red"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""cyan"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""yellow"": {""sample"": ""primerTones/short29.mp3"", ""note"": ""F4""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
149,102,3+1/2-of-4,284.485294,284485,1.724083,286.209377,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""magenta"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""orange"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""blue"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""red"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""cyan"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""yellow"": {""sample"": ""primerTones/short29.mp3"", ""note"": ""F4""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
150,102,4-of-4,284.901961,284902,1.724083,286.626044,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short37.mp3"", ""note"": ""Db5""}, ""magenta"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""orange"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""blue"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""red"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""cyan"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""yellow"": {""sample"": ""primerTones/short29.mp3"", ""note"": ""F4""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
151,102,4+1/2-of-4,285.318628,285319,1.724083,287.042711,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short41.mp3"", ""note"": ""F5""}, ""magenta"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""orange"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""blue"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""red"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""cyan"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""yellow"": {""sample"": ""primerTones/short29.mp3"", ""note"": ""F4""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
152,103,2-of-4,286.568627,286569,1.724083,288.29271,72.0,4/4,9,SHORT,[],musicxml_tempo_encoded,"{""green"": {""sample"": ""primerTones/short43.mp3"", ""note"": ""G5""}, ""magenta"": {""sample"": ""primerTones/short41.mp3"", ""note"": ""F5""}, ""orange"": {""sample"": ""primerTones/short41.mp3"", ""note"": ""F5""}, ""blue"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""Dbb5""}, ""red"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""cyan"": {""sample"": ""primerTones/short33.mp3"", ""note"": ""Bbb4""}, ""yellow"": {""sample"": ""primerTones/short36.mp3"", ""note"": ""C5""}, ""pink"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}, ""purple"": {""sample"": ""primerTones/short22.mp3"", ""note"": ""Bb3""}}"
